,ConstituentID,Classification,DateAcquired,Cataloged,ObjectID,Height(cm),Width(cm)
108115,37691.0,Photograph,09/05/2012,N,164806,15.2,18.4
102595,8059.0,Mies van der Rohe Archive,,N,148039,45.40259081,58.73761748
49595,3926.0,Photograph,05/12/1984,Y,54045,35.5,27.6
806,7527.0,Architecture,25/09/1996,Y,1036,29.21005842,302.2606045
120069,49485.0,Film,10/02/2016,N,202422,,
104224,2374.0,Illustrated Book,06/10/1964,Y,151548,28.8,18.2
105675,33913.0,Print,06/10/2011,Y,156892,158.7503175,111.7602235
99977,38678.0,Installation,13/10/2010,N,141983,5.556261113,5.0
69658,2801.0,Print,10/10/1968,N,76538,67.8,52.4
57535,1596.0,Print,27/09/1944,Y,62977,42.9,45.2
127008,69610.0,Film,16/10/2018,Y,292775,,
51009,2002.0,Photograph,12/10/2000,Y,55523,21.7,32.7
97214,710.0,Print,09/06/2010,Y,136122,27.9,21.6
35417,229.0,Photograph,06/03/1968,Y,39121,,
105908,740.0,Photograph,09/05/2012,Y,157614,22.7,19.5
21087,1106.0,Illustrated Book,06/10/1964,Y,23450,15.5,15.9
36802,229.0,Photograph,06/03/1968,N,40507,,
31885,2240.0,Drawing,08/05/1962,Y,34706,65.1,48.6
876,3877.0,Design,24/09/2001,Y,1197,6.985,
20879,1055.0,Illustrated Book,06/10/1964,N,23242,37.3,28.0
100150,7679.0,Print,10/11/2010,Y,142454,60.64262129,90.48768098
19471,665.0,Illustrated Book,06/10/1964,N,21826,1.7,9.4
8320,366.0,Illustrated Book,18/01/1993,N,10046,16.7,8.2
121666,3426.0,Architecture,14/02/2017,Y,216212,10.79502159,8.0
114516,4506.0,Photograph,09/10/2014,Y,185885,49.53009906,74.93014986
46158,60.0,Photograph,15/10/1981,Y,50326,25.9,33.8
38792,229.0,Photograph,06/03/1968,Y,42500,,
3296,8575.0,Design,30/04/2001,Y,4670,5.715,
4439,2699.0,Design,08/01/1980,Y,5999,127.0,89.5
40700,3373.0,Photograph,16/01/1941,Y,44495,24.1,19.0
104336,7639.0,Print,07/10/2004,N,151688,33.02006604,25.4000508
50324,3008.0,Photograph,15/06/1964,Y,54806,20.0,18.9
115152,43702.0,Print,02/10/2014,Y,187931,19.0,29.0
12463,1918.0,Illustrated Book,11/10/1950,N,14519,19.5,15.9
107969,2823.0,Print,13/01/2009,Y,164493,37.8,89.6
48475,3229.0,Photograph,04/05/1971,Y,52741,33.0,21.3
110706,7166.0,Mies van der Rohe Archive,,Y,170233,41.9101,29.8451
110453,43594.0,Video,02/05/2013,N,169829,,
105073,665.0,Illustrated Book,06/10/1964,Y,155492,5.1,7.7
129324,8595.0,Photograph,,Y,405127,,
92535,37653.0,Work on Paper,,N,124683,73.66014732,50.8001016
125338,69644.0,Photograph,17/05/2018,Y,283564,38.1000762,30.32131064
14178,5428.0,Illustrated Book,12/06/1963,N,16324,13.9,14.8
81407,2229.0,Print,24/01/2001,Y,95054,30.6,22.7
47239,5456.0,Photograph,22/04/1959,Y,51456,20.7,33.7
5248,1223.0,Design,22/11/1937,N,6845,76.2,114.3
65999,3213.0,Print,06/12/1971,Y,72470,106.7,76.0
90681,35105.0,Design,22/05/2008,Y,118645,21.3,18.7
121924,8595.0,Photograph,02/02/2017,Y,217511,23.8,17.6
12947,6143.0,Illustrated Book,14/04/1964,N,15010,11.3,10.1
118505,4121.0,Print,27/10/2015,Y,199561,17.2,14.7
69502,2344.0,Print,04/12/1969,N,76371,44.6,62.0
86133,4907.0,Illustrated Book,,Y,104429,28.0,21.0
50894,2002.0,Photograph,12/10/2000,Y,55406,20.4,30.7
8774,6976.0,Illustrated Book,18/01/1993,N,10520,5.4,6.4
123803,5409.0,Photograph,02/02/2017,Y,273627,35.56007112,45.72009144
83182,28772.0,Drawing,10/05/2005,Y,97153,37.78257557,51.43510287
107255,101.0,Design,18/02/1943,N,163111,,
96387,649.0,Print,20/05/1999,N,134178,27.4,21.1
120678,49710.0,Film,04/05/2016,Y,204856,,
92565,17816.0,Photograph,12/11/2008,Y,124718,29.5,44.2
14967,502.0,Illustrated Book,22/06/1953,N,17160,39.8,29.4
67275,4327.0,Print,19/12/1956,Y,73900,22.4,30.5
76070,6109.0,Print,,N,84754,,
8232,2859.0,Illustrated Book,07/01/1975,N,9957,20.2,15.1
95721,6981.0,Photograph,07/06/1990,Y,132609,13.5,8.4
127347,2869.0,Design,06/04/1955,Y,295973,76.2,52.0701
111991,39155.0,Design,09/02/2012,N,175244,25.4000508,20.32004064
3893,4117.0,Design,07/03/1968,Y,5412,51.4,35.5
24047,2349.0,Illustrated Book,06/10/1964,N,26422,9.4,12.0
35032,2284.0,Drawing,11/12/1968,N,38675,30.5,22.5
116351,47983.0,Design,04/06/2015,Y,193606,38.1000762,55.88011176
33772,1118.0,Drawing,02/11/1977,Y,37139,76.2,101.6
100159,8496.0,Print,10/11/2010,Y,142463,30.48006096,30.48006096
97195,710.0,Drawing,09/06/2010,Y,136102,66.8,102.0
123977,69904.0,Architecture,12/02/2018,N,274533,101.6002032,139.7002794
99926,38678.0,Installation,13/10/2010,N,141903,28.41630683,46.51384303
78240,1652.0,Print,24/05/2001,Y,87701,20.1,24.3
100208,37934.0,Print,10/11/2010,N,142721,41.91008382,29.84505969
25601,3721.0,Illustrated Book,06/10/1964,Y,27999,6.5,23.7
33925,5910.0,Drawing,20/10/1994,Y,37301,31.3,20.0
21359,1492.0,Illustrated Book,06/10/1964,N,23726,11.3,11.3
63708,6810.0,Print,15/01/1987,N,69889,,
48973,3373.0,Photograph,15/06/1995,Y,53255,39.2,20.8
83088,28762.0,Drawing,10/05/2005,Y,97052,21.6,27.9
66147,952.0,Print,10/01/1974,Y,72635,56.1,76.4
128055,30876.0,Drawing,04/04/2019,Y,299355,,
58666,5889.0,Print,12/05/1970,Y,64248,16.8,12.2
29401,1132.0,Illustrated Book,06/10/1964,N,31832,18.0,12.4
61076,1509.0,Print,06/10/1948,N,66936,52.8,43.2
90288,7479.0,Print,12/03/2008,Y,118136,51.5,45.6
84593,2419.0,Painting,06/10/2005,Y,100248,193.3579,201.2954
111651,8595.0,Photograph,07/10/2010,N,174490,27.94005588,38.1000762
106412,1750.0,Illustrated Book,22/05/2012,Y,161176,19.8,14.9
120281,3528.0,Print,22/10/1970,Y,203426,35.6,35.6
119900,1293.0,Drawing,21/01/2016,Y,201941,,
112484,501.0,Drawing,21/03/2018,Y,178203,82.86766574,108.9027178
124174,8595.0,Photograph,26/10/2017,Y,275340,5.08001016,5.08001016
73573,3537.0,Sculpture,06/06/1967,Y,81480,280.4,
1389,3671.0,Design,04/12/1958,Y,2302,76.2,
51454,506.0,Photograph,10/11/1983,Y,55980,38.2,48.6
92481,32795.0,Print,12/11/2007,Y,124563,14.8,10.0
96968,37992.0,(not assigned),08/10/2008,N,135470,0.0,0.0
15658,6911.0,Illustrated Book,04/11/1992,N,17880,23.3,22.0
49548,3373.0,Photograph,15/06/1995,Y,53996,14.2,10.9
50769,3827.0,Photograph,10/11/1971,Y,55271,19.0,23.5
63760,4707.0,Print,11/05/1965,N,69950,25.2,15.4
83346,5281.0,Drawing,10/05/2005,Y,97325,26.67005334,39.37007874
5233,89.0,Design,22/11/1937,Y,6828,76.2,114.3
124213,50045.0,Design,12/02/2018,Y,275379,15.24003048,31.11506223
94164,5740.0,Design,15/04/2009,Y,129066,30.48006096,22.86004572
113649,8083.0,Photograph,09/10/2014,Y,184135,34.29006858,21.59004318
113714,24409.0,Audio,10/10/2013,Y,184307,30.7,23.1
115818,7166.0,Mies van der Rohe Archive,,Y,191259,31.7500635,81.91516383
72530,2141.0,Painting,18/10/1967,Y,80059,92.3,73.2
54981,6408.0,Print,09/01/1986,Y,60119,78.9,58.1
22510,4880.0,Illustrated Book,07/01/1964,N,24883,14.8,11.3
19661,24048.0,Illustrated Book,24/01/2001,N,22021,34.7,24.2
120768,49530.0,Photograph,02/05/2016,Y,205419,24.0,30.0
93038,710.0,Illustrated Book,02/06/2005,Y,126522,27.3,30.7
108952,6288.0,Video,12/02/2013,Y,167267,,
50887,8595.0,Photograph,12/01/1954,N,55399,,
126858,75015.0,Photograph,24/10/2018,Y,292084,8.096266193,11.43002286
91864,7166.0,Mies van der Rohe Archive,,Y,120816,20.95504191,29.21005842
113853,43916.0,Architecture,06/10/2014,Y,184771,60.0,90.0
17452,6453.0,Illustrated Book,28/10/1980,N,19775,23.4,17.4
91223,710.0,Print,08/10/2008,Y,119649,17.8,13.7
111452,6459.0,Frank Lloyd Wright Archive,,N,174040,243.8404877,30.16256033
8469,7084.0,Illustrated Book,18/01/1993,N,10209,53.3,34.9
2643,2270.0,Design,06/11/1974,Y,3851,29.8451,16.8275
127070,4804.0,Drawing,05/11/2018,Y,293102,21.59004318,27.94005588
117185,3111.0,Illustrated Book,03/06/2015,Y,195136,22.5,20.6
22969,1646.0,Illustrated Book,06/10/1964,N,25344,5.5,10.2
111772,1634.0,Illustrated Book,11/12/1968,Y,174613,27.2,21.2
11560,4633.0,Illustrated Book,24/05/1951,N,13540,21.3,27.8
91075,710.0,Print,08/10/2008,Y,119501,27.7,20.8
22154,1500.0,Illustrated Book,06/10/1964,N,24524,21.3,19.3
84103,4840.0,Drawing,10/05/2005,Y,98520,28.5751,22.225
12436,3569.0,Illustrated Book,24/01/2001,Y,14492,18.7,12.5
118918,2679.0,Design,22/02/2016,Y,200401,91.44018288,60.96012192
54683,392.0,Print,17/03/1948,Y,59799,40.6,32.2
24607,3409.0,Illustrated Book,06/10/1964,N,27000,24.9,18.5
125738,19572.0,Print,23/05/2018,N,284634,89.85267971,72.39014478
68143,5417.0,Print,10/01/1974,Y,74900,55.4,76.3
129563,8595.0,Photograph,,Y,405366,,
4432,,Design,06/04/1965,N,5992,83.8,118.1
86100,3528.0,Print,02/06/2005,Y,104320,45.0,45.0
85072,2141.0,Print,24/05/1951,Y,101651,19.4,13.8
28921,6165.0,Illustrated Book,06/10/1964,N,31339,20.5,48.0
39001,229.0,Photograph,06/03/1968,N,42709,,
95498,34459.0,Illustrated Book,08/10/2008,Y,132178,10.16002032,18.41503683
7030,4048.0,Design,10/12/1999,N,8716,,
7378,1919.0,Illustrated Book,04/01/1972,N,9076,19.8,23.1
14171,5428.0,Illustrated Book,12/06/1963,N,16317,7.6,10.0
21138,1192.0,Illustrated Book,06/10/1964,N,23502,20.4,15.5
103158,6520.0,Illustrated Book,08/10/2008,N,149505,19.1,21.4
8721,6344.0,Illustrated Book,04/01/1973,N,10466,30.4,21.4
115830,47288.0,Design,04/06/2015,Y,191536,41.91008382,30.98806198
14168,1749.0,Illustrated Book,24/01/2001,Y,16314,40.4,30.1
110976,6520.0,Illustrated Book,,N,171918,19.1,21.0
57740,4016.0,Print,24/03/1949,Y,63198,53.8,43.2
124800,710.0,Illustrated Book,03/10/2012,Y,277745,32.5,24.5
43579,1607.0,Photograph,13/05/1982,N,47566,9.0,5.7
66008,4488.0,Print,06/10/1964,Y,72481,75.5,49.3
95928,26770.0,Print,17/11/2009,Y,133172,5.9,11.9
62996,4823.0,Print,23/04/1980,Y,69109,145.2,101.9
104977,665.0,Illustrated Book,06/10/1964,N,155233,25.0,16.5
73094,7003.0,Sculpture,08/03/1993,Y,80874,208.9,99.1
17123,12997.0,Illustrated Book,24/01/2001,N,19427,18.0,13.6
84110,710.0,Print,02/06/2005,Y,98533,22.7,17.0
101661,39193.0,Installation,08/03/2011,Y,146172,,
88330,28690.0,Drawing,09/10/2007,Y,109605,39.05257811,51.1
22791,1633.0,Illustrated Book,06/10/1964,N,25165,10.5,18.8
79242,1196.0,Design,06/12/2010,Y,89891,88.9001778,114.3002286
60459,335.0,Print,30/09/1954,Y,66248,35.4,27.6
111726,1634.0,Illustrated Book,11/12/1968,Y,174567,20.8,14.6
74130,7961.0,Drawing,11/10/2001,Y,82302,46.3551,22.86
88066,28550.0,Drawing,10/05/2005,Y,109156,27.94005588,22.86004572
104414,31258.0,Work on Paper,,N,152062,,
35070,8042.0,Drawing,12/12/2000,Y,38717,101.6,73.0
65749,1680.0,Print,06/12/1971,Y,72175,20.0,28.3
95058,5117.0,(not assigned),08/10/2008,N,131541,2.5,2.5
93252,2637.0,Drawing,08/10/2008,Y,127384,21.2,27.5
125383,24409.0,Illustrated Book,,N,283791,,
37039,229.0,Photograph,06/03/1968,N,40744,,
5117,1282.0,Design,22/11/1937,Y,6711,76.2,114.3
58714,3723.0,Print,20/05/1990,Y,64301,22.8,25.3
30008,2915.0,Illustrated Book,18/10/1967,N,32499,10.1,4.9
82634,28695.0,Drawing,10/05/2005,Y,96561,76.2002,56.1976124
101588,7166.0,Mies van der Rohe Archive,,Y,145732,34.29006858,50.16510033
60869,429.0,Print,16/01/1941,Y,66692,32.3,24.8
81508,27243.0,Drawing,10/05/2005,Y,95371,51.75260351,61.27762256
76683,5821.0,Drawing,01/01/1942,Y,85420,37.1475743,29.21005842
123252,37145.0,Installation,02/10/2014,N,223595,,
111919,7166.0,Mies van der Rohe Archive,,Y,175063,15.24003048,21.27254255
85506,28847.0,Print,02/06/2005,N,102751,51.7,74.2
24802,3426.0,Illustrated Book,06/10/1964,Y,27195,36.2,17.5
86488,31732.0,Print,07/03/2007,Y,105749,95.88519177,200.3429007
72510,1591.0,Painting,18/10/1967,Y,80031,31.1,98.0
23485,2456.0,Illustrated Book,09/11/1965,N,25860,45.0,32.7
99621,8595.0,Photograph,07/10/2010,Y,141260,10.1,15.1
47665,5517.0,Photograph,16/10/1986,Y,51890,37.6,37.8
44341,4192.0,Photograph,17/03/1937,N,48345,10.8,5.0
59214,5993.0,Print,11/05/1976,Y,64875,32.1,27.0
114129,1533.0,Photograph,08/05/2014,N,185107,21.7487935,28.41630683
120419,6168.0,Architecture,10/06/2016,N,204174,45.72009144,88.9001778
119216,6459.0,Frank Lloyd Wright Archive,,N,200786,40.00508001,68.26263653
7757,196.0,Illustrated Book,09/01/1986,N,9471,,
50516,5450.0,Photograph,13/11/1973,Y,55006,29.2,48.2
21548,1492.0,Illustrated Book,06/10/1964,N,23915,11.2,10.7
108259,5409.0,Photograph,13/02/2013,Y,165146,48.26009652,32.38506477
4751,4316.0,Design,04/12/1957,Y,6328,99.6,61.5
125212,23308.0,Print,24/01/2001,Y,282623,23.3,18.3
15801,4472.0,Illustrated Book,04/11/1992,N,18036,8.2,10.3
47148,2973.0,Photograph,04/06/1974,N,51360,22.2,14.6
13195,7471.0,Illustrated Book,26/05/1994,N,15266,11.1,4.8
102003,352.0,Print,16/05/2011,Y,146956,29.6,20.9
22197,1500.0,Illustrated Book,06/10/1964,N,24567,29.5,24.7
87016,7166.0,Mies van der Rohe Archive,06/11/1974,Y,106443,21.1138,29.5276
1773,2691.0,Design,09/10/1957,Y,2799,269.2405385,104.1402083
82784,28723.0,Drawing,10/05/2005,Y,96715,96.5202,180.3404
46865,7825.0,Photograph,13/06/1996,N,51063,137.5,194.0
109128,630.0,Print,03/10/2012,N,167453,35.0,25.0
15496,5181.0,Illustrated Book,23/10/1990,N,17716,32.0,24.0
118426,7166.0,Mies van der Rohe Archive,,N,199411,52.70510541,80.01016002
42939,3716.0,Photograph,16/01/1941,N,46830,29.2,20.0
121092,788.0,Design,19/10/2015,Y,207007,26.67005334,18.41503683
47491,2789.0,Photograph,01/05/1968,Y,51712,22.8,23.1
47061,4039.0,Photograph,06/04/1965,Y,51266,23.4,18.6
45781,506.0,Photograph,15/10/1987,Y,49930,38.4,44.6
84279,2898.0,Print,08/03/2005,N,98863,55.8801,71.1201
54037,8592.0,Photograph,14/06/2001,Y,58660,11.2,16.5
27459,24388.0,Illustrated Book,24/01/2001,N,29869,18.5,13.1
129575,8595.0,Photograph,,Y,405378,,
6471,3307.0,Design,30/11/1983,Y,8148,103.0,72.7
23781,2053.0,Illustrated Book,06/10/1964,N,26156,20.0,17.7
18066,511.0,Illustrated Book,06/10/1964,Y,20405,31.0,23.9
63429,710.0,Print,17/11/1993,Y,69580,27.7,51.2
3688,2048.0,Design,07/03/1968,Y,5171,116.8,76.8
90621,6832.0,Video,18/08/2000,Y,118563,,
59025,4030.0,Print,11/05/1976,Y,64672,37.2,32.4
15318,4945.0,Illustrated Book,10/11/1977,N,17533,42.3,49.7
123092,1874.0,Audio,,N,223164,0.0,0.0
87851,4285.0,Drawing,,Y,108228,35.5,28.0
25648,3753.0,Illustrated Book,06/10/1964,Y,28048,7.0,141.0
8899,5305.0,Illustrated Book,18/01/1993,N,10650,30.4,25.0
8577,3832.0,Illustrated Book,04/01/1973,N,10318,2.6,3.4
88289,29982.0,Drawing,09/10/2007,Y,109543,10.5,15.0
4225,23390.0,Design,04/04/1956,N,5771,59.7,41.9
117042,2233.0,Photograph,28/05/2015,N,194504,35.56007112,35.56007112
85358,7532.0,Photograph,11/01/2006,Y,102272,39.4,58.73761748
84402,3528.0,Print,22/10/1981,Y,99388,18.5738,18.6
19843,879.0,Illustrated Book,06/10/1964,N,22204,12.5,16.5
75843,710.0,Print,18/06/2008,Y,84506,30.2,25.3
112708,45535.0,Film,18/02/2014,Y,179381,,
38259,229.0,Photograph,06/03/1968,N,41965,,
24275,3071.0,Illustrated Book,06/10/1964,N,26657,13.4,8.2
64391,3821.0,Print,10/01/1961,N,70697,29.8,44.7
69229,3617.0,Print,05/04/1940,N,76066,,
89749,30929.0,Print,01/06/2006,N,115053,47.0,31.5
99093,38160.0,Photograph,12/05/2010,Y,140520,53.65760732,44.60883922
89679,6853.0,Periodical,25/10/1956,Y,114881,28.0,21.6
71218,2051.0,Painting,08/01/1963,Y,78306,101.6,126.6
118585,2498.0,Print,27/10/2015,Y,199656,11.2,5.8
68514,3884.0,Print,04/12/1969,Y,75297,57.2,76.1
22587,4302.0,Illustrated Book,07/01/1964,N,24961,14.8,11.4
33429,4823.0,Drawing,12/06/1963,Y,36748,36.5,29.2
67207,2892.0,Print,04/06/1968,N,73826,20.0,24.6
67173,5914.0,Print,10/01/1974,N,73791,72.1,60.2
68710,3369.0,Print,04/12/1979,Y,75518,60.4,44.8
124105,70015.0,Photograph,24/01/2018,Y,275270,40.64008128,50.8001016
134,5076.0,Architecture,16/05/1989,Y,191,64.8,47.9
18751,542.0,Illustrated Book,06/10/1964,Y,21093,2.7,3.5
12872,1965.0,Illustrated Book,12/10/1989,N,14931,10.0,7.5
10881,2991.0,Illustrated Book,08/05/1962,N,12808,62.0,47.0
8856,3197.0,Print,01/05/1952,Y,10605,31.1,29.5
120591,5145.0,Photograph,28/05/2015,Y,204752,25.4000508,17.78003556
62372,2981.0,Print,20/03/1941,Y,68432,,
7539,4016.0,Illustrated Book,07/02/1972,Y,9241,33.2,48.1
87892,3502.0,Drawing,09/10/2007,Y,108364,56.51511303,44.76758954
44199,4192.0,Photograph,17/03/1937,N,48196,7.3,6.0
127502,75541.0,Photograph,12/11/2019,Y,297283,49.68884938,39.84632969
41588,6287.0,Photograph,13/01/1994,Y,45411,22.4,34.2
90096,3197.0,Print,16/10/1947,Y,117561,35.3,29.2
105959,,Film,26/07/2002,N,158382,,
7854,3640.0,Illustrated Book,21/01/1982,N,9570,41.4,29.4
75542,710.0,Illustrated Book,04/04/2002,Y,84165,14.7,12.4
66320,6640.0,Print,17/11/1993,Y,72821,,
17197,5065.0,Illustrated Book,29/09/1949,N,19508,10.2,8.0
75690,710.0,Print,18/06/2008,Y,84347,29.5,29.7
116862,5145.0,Photograph,28/05/2015,Y,194141,,
77372,8595.0,Photograph,14/06/2001,Y,86440,8.4,28.6
118922,4071.0,Design,22/02/2016,Y,200405,85.09017018,61.59512319
57648,710.0,Print,20/05/1999,Y,63100,42.8,27.5
45005,3648.0,Photograph,10/05/1973,N,49099,23.5,19.6
29908,2906.0,Illustrated Book,04/12/1969,Y,32397,54.4,38.6
50784,4975.0,Photograph,15/10/1998,Y,55287,10.8,7.8
82974,8132.0,Drawing,10/05/2005,Y,96937,45.72009144,60.96012192
57106,24409.0,Print,05/03/1998,N,62483,18.8,14.7
80217,5863.0,Photograph,26/02/1981,N,92712,47.2,34.0
100247,24431.0,Photograph,18/05/2011,Y,142791,15.2,19.3
36033,229.0,Photograph,06/03/1968,Y,39738,,
79946,6246.0,Print,02/03/2000,Y,92001,96.52019304,96.52019304
122797,,Frank Lloyd Wright Archive,,N,222293,,
34870,8333.0,Drawing,13/02/2001,Y,38496,11.4,7.0
49531,6329.0,Photograph,11/10/1966,Y,53978,22.9,17.7
81095,7961.0,Drawing,08/02/2005,Y,94487,46.9901,24.13
102190,39651.0,Photograph,18/05/2011,Y,147156,164.7828296,127.0
74637,2648.0,Photograph,07/01/1964,N,83023,9.9,8.1
11709,3447.0,Illustrated Book,10/03/1964,N,13693,32.7,37.2
23237,1646.0,Illustrated Book,06/10/1964,N,25612,4.9,19.9
19257,665.0,Illustrated Book,06/10/1964,N,21612,28.5,22.7
20716,1055.0,Illustrated Book,06/10/1964,N,23079,32.9,24.7
13966,4975.0,Illustrated Book,24/01/2001,Y,16097,17.8,12.4
29269,3346.0,Illustrated Book,06/10/1964,N,31695,10.6,14.0
37573,229.0,Photograph,06/03/1968,N,41279,,
30421,6113.0,Drawing,07/01/1964,Y,33027,65.1,50.2
28452,5318.0,Illustrated Book,06/10/1964,N,30867,12.0,15.6
92975,36617.0,Video,13/01/2009,Y,126290,,
87000,7166.0,Mies van der Rohe Archive,06/11/1974,Y,106427,28.5751,22.5425
113472,5634.0,Periodical,,Y,183787,28.0,19.0
57884,4185.0,Print,25/01/1994,Y,63351,49.7,40.0
51551,4315.0,Photograph,08/12/1976,Y,56089,19.6,24.6
109204,6956.0,Architecture,17/10/1997,Y,167647,21.59004318,35.87757176
28818,6046.0,Illustrated Book,06/10/1964,N,31236,20.5,17.2
43485,3651.0,Photograph,02/04/1974,N,47411,74.4,48.3
100993,30844.0,Periodical,10/11/2010,Y,144361,30.8,23.2
66981,1633.0,Print,09/11/1965,Y,73565,58.0,41.0
43319,2015.0,Photograph,02/04/1974,N,47241,15.2,22.9
82720,28708.0,Drawing,10/05/2005,Y,96648,43.1801,33.6551
15522,5181.0,Illustrated Book,23/10/1990,N,17742,14.6,16.8
95744,26770.0,Print,17/11/2009,Y,132988,8.1,12.2
59681,1578.0,Print,11/10/1950,Y,65379,23.1,17.0
71009,2095.0,Print,18/10/1967,N,78032,57.1,76.0
66395,62.0,Print,13/12/1967,Y,72899,66.3,45.5
37850,229.0,Photograph,06/03/1968,N,41556,,
60690,4907.0,Print,05/10/1972,Y,66504,29.7,39.9
128164,30876.0,Drawing,04/04/2019,Y,299464,,
91188,710.0,Print,08/10/2008,Y,119614,25.2,30.0
23721,1975.0,Illustrated Book,06/10/1964,N,26096,14.3,8.4
128200,4016.0,Illustrated Book,07/02/1972,Y,393106,34.3,45.5
120540,710.0,Drawing,08/06/2016,Y,204650,55.88011176,76.2001524
28184,5053.0,Illustrated Book,06/10/1964,N,30598,27.8,5.6
31140,3130.0,Drawing,24/04/1950,Y,33845,22.86004572,30.7975616
114309,1533.0,Photograph,08/05/2014,N,185490,21.7487935,28.41630683
105773,630.0,Print,10/11/2010,Y,157024,55.0,45.0
26943,23390.0,Illustrated Book,24/01/2001,N,29348,17.1,13.1
115713,7500.0,Illustrated Book,17/12/2014,Y,191138,21.6,14.0
9838,4533.0,Illustrated Book,26/04/1945,Y,11744,23.5,24.5
128138,30876.0,Drawing,04/04/2019,Y,299438,,
58261,2981.0,Print,20/12/1934,Y,63776,20.0,23.9
59178,4609.0,Print,24/03/1949,Y,64836,19.3,26.6
25492,3697.0,Illustrated Book,06/10/1964,N,27889,6.7,6.4
1454,5876.0,Design,04/12/1958,Y,2387,40.6,
122351,1398.0,Photograph,02/02/2017,N,220290,37.30632461,56.51511303
44890,8595.0,Photograph,14/05/1975,N,48979,16.0,27.7
107900,23308.0,Illustrated Book,24/01/2001,Y,164406,15.0,10.5
60957,3045.0,Multiple,26/05/1994,Y,66793,12.5,6.5
38123,229.0,Photograph,06/03/1968,N,41829,,
64513,4840.0,Print,05/04/1940,Y,70828,25.7,21.3
74487,23264.0,Design,09/10/2001,Y,82767,215.9004,288.2906
40919,4192.0,Photograph,07/05/1946,N,44721,24.6,31.2
128661,8595.0,Photograph,12/11/2019,N,400115,11.2,8.8
58904,1838.0,Print,11/04/1967,N,64543,56.1,83.8
60719,2374.0,Print,20/10/1938,Y,66535,28.4,21.6
84734,4787.0,Illustrated Book,02/06/2005,N,100447,29.4,20.8
24020,2274.0,Illustrated Book,06/10/1964,N,26395,24.5,35.0
65722,5488.0,Print,10/01/1974,N,72144,57.3,55.8
60475,4617.0,Print,10/01/1974,N,66264,89.1,63.5
130019,132341.0,Photograph,07/10/2020,N,408880,60.96012192,60.96012192
120375,6168.0,Architecture,10/06/2016,N,204130,56.51511303,76.2001524
61180,4530.0,Print,16/04/1969,Y,67075,22.3,22.3
118061,48860.0,Design,19/10/2015,N,198581,8.89001778,13.97002794
8048,1547.0,Illustrated Book,23/01/1991,N,9766,53.5,38.0
3853,2974.0,Design,27/04/1988,Y,5364,103.0,72.5
22503,24331.0,Illustrated Book,24/01/2001,N,24875,17.0,12.0
83668,28850.0,Drawing,10/05/2005,Y,97691,60.96012192,45.72009144
107549,108.0,Print,03/10/2012,Y,163896,22.3,28.2
123871,2637.0,Video,08/10/2008,N,273715,0.0,0.0
68744,3514.0,Print,04/12/1979,Y,75555,75.5,50.7
128406,41829.0,Print,04/04/2019,N,395818,,
18362,511.0,Illustrated Book,06/10/1964,N,20704,23.3,16.6
32756,5653.0,Drawing,10/05/1966,Y,35847,32.7,50.2
29413,3690.0,Print,06/10/1964,Y,31862,41.0,32.3
40525,4192.0,Photograph,13/03/1944,Y,44312,19.8,38.0
44756,1690.0,Photograph,22/05/1986,Y,48788,38.0,25.9
29599,14423.0,Illustrated Book,10/11/1964,Y,32068,40.3,56.0
14718,2481.0,Illustrated Book,22/10/1981,N,16895,11.9,10.1
41777,5623.0,Photograph,12/02/1975,N,45615,15.4,18.7
109510,5403.0,Illustrated Book,08/10/2008,N,168627,19.2,21.0
26928,4609.0,Illustrated Book,06/10/1964,Y,29333,13.8,17.1
119027,7502.0,Print,27/10/2015,Y,200558,0.0,0.0
130349,2374.0,Illustrated Book,06/10/1964,Y,416465,10.7,12.1
98879,21398.0,(not assigned),08/10/2008,N,140036,0.0,0.0
67530,129.0,Print,13/12/1967,Y,74198,26.5,38.3
126114,3045.0,Drawing,05/11/2018,Y,289129,24.13004826,15.24003048
8759,6976.0,Illustrated Book,18/01/1993,N,10505,19.8,31.8
94320,3520.0,Photograph,02/10/2012,Y,129832,50.8001016,40.64008128
55340,6302.0,Print,30/01/1985,Y,60503,48.2,64.5
11557,4633.0,Illustrated Book,24/05/1951,N,13537,19.4,27.7
34525,3213.0,Drawing,18/10/1996,Y,38092,74.0,57.0
29898,2906.0,Illustrated Book,04/12/1969,Y,32387,57.5,41.8
123575,36471.0,Photograph,,N,270926,25.4,20.3
99344,710.0,Drawing,16/09/2010,Y,140961,18.41503683,12.7000254
28622,5626.0,Illustrated Book,06/10/1964,N,31037,15.9,12.4
73053,5039.0,Sculpture,06/01/1950,Y,80825,45.7,38.1
86583,,Work on Paper,01/07/2005,N,105899,101.6002,71.1201
73619,4108.0,Sculpture,10/11/1970,Y,81535,30.4,18.0
32194,2678.0,Drawing,01/06/1982,Y,35120,48.2,60.9
2461,38.0,Design,06/11/1974,Y,3650,,304.8006
84235,28199.0,Print,08/03/2005,Y,98809,22.0,29.0
