,ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
2052,2321,Balcomb Greene,American,Male,1904,1990
6921,7866,Accra Shepp,American,Male,1962,0
13144,43088,Suihara Masami,Japanese,,0,0
3139,3526,Landès Lewitin,American,Male,1892,1966
8692,18094,Robert Storr,American,Male,1949,0
7195,8201,Bruce Pearson,American,Male,0,0
13583,46478,Tony Lane,,Male,0,0
2186,2470,Philippe Halsman,American,Male,1906,1979
13363,44874,Thomas Sprechmann,Uruguayan,Male,1940,0
13739,47091,Shure Incorporated,,,1925,0
2400,2706,Roger Hollenbeck,American,Male,0,0
14649,67953,Juan Nascimento,Venezuelan,Male,1969,0
5252,5871,Øistein Thurman,Norwegian,Male,0,0
7129,8120,Michael Ray Charles,American,Male,1967,0
1187,1349,Allan D'Arcangelo,American,Male,1930,1998
7946,9822,"Almo, New York",American,,0,0
1250,1421,Mario De Biasi,Italian,Male,1923,2013
14163,48543,John Zax,,Male,0,0
530,609,Hyman Bloom,American,Male,1913,2009
7815,9454,"Unknown British Manufacturer, England",British,,0,0
1840,2086,William A. Garnett,American,Male,1916,2006
15157,131890,Kate Crawford,Australian,Female,1976,0
7904,9705,"Woodnotes Oy, Helsinki",,,0,0
5211,5825,Tebo (Angel Torres Jaramillo),Mexican,Male,1916,1937
40,58,Antoine Samuel Adam-Salomon,French,Male,1818,1881
3041,3422,"Elizabeth ""Grandma"" Layton",American,Female,1909,1993
9874,27854,Pallucco Italia S.p.A.,Italian,,1980,0
13238,43745,Luis Barragán,Mexican,Male,1902,1988
6410,7152,Bill Stewart,American,Male,1920,0
11575,34916,Stuart Marshall,British,Male,1949,1993
12261,38160,Jules Janssen,French,Male,1824,1907
6155,6861,Jaume Plensa,Spanish,Male,1955,0
8307,10671,Kristian Schneider,,Male,0,0
1271,1446,Lewis deSoto,American,Male,1954,0
11606,34950,Floria Sigismondi,Italian,Female,0,0
2831,3182,Karl Koehler,American,Male,1913,0
2821,3170,Win Knowlton,American,Male,1953,0
14957,74400,Aurèlia Muñoz,Spanish,Female,1926,2011
14070,48108,Office of Ryue Nishizawa,,,0,0
5718,6396,Trevor Winkfield,British,Male,1944,0
3636,4068,Claire Moore,American,Female,1917,1988
13052,42625,Chris Welch,British,,0,0
5602,6264,Brian J. Watson,British,Male,1949,0
4672,5235,Katherine Schmidt,American,Female,1898,1978
12309,38263,Virgilio Forchiassin,Italian,,0,0
10726,30946,Sanja Iveković,Croatian,Female,1949,0
4028,4512,Roi Partridge,American,Male,0,0
5866,6556,Eva Zeisel,American,Female,1906,2011
4376,4896,Enric Ricart,Spanish,Male,1893,1960
12909,41882,Randal Kleiser,American,Male,1946,0
5274,5894,Henryk Tomaszewski,Polish,Male,1914,2005
2229,2517,Alfred A. Hart,American,Male,1816,1908
13804,47283,Arnold Rosenberg,American,Male,1931,2017
11709,35501,Edward Rankus,American,Male,1953,0
1094,1247,Joseph Cornell,American,Male,1903,1972
11079,32349,Yvonne Rainer,American,Female,1934,0
3034,3412,Uwe Lausen,German,Male,1941,1970
4135,4627,Adão Pinheiro,Brazilian,Male,1938,0
1126,1282,Clement Cowles,British,Male,0,0
1146,1304,L. Crenuere & Cie.,French,,0,0
8693,18130,Paul A. McDonough,American,Male,1941,0
3939,4409,Ono Takahiro,Japanese,Male,1925,0
3781,4232,Giuseppe Nason,Italian,Male,0,0
7121,8108,Andrea Branzi,Italian,Male,1938,0
9718,27052,Tetra Pak Research Laboratories,,,1951,0
7772,9339,"Coors Porcelain Co., Golden, CO",American,,1910,0
12047,37158,Eugen Rubin,Russian,Male,1906,2001
10461,29517,David Kravitz,American,Male,1957,0
7801,9409,"Danese S.r.l., Italy",,,0,0
5061,5659,Stevens,Nationality unknown,,0,0
10753,30973,Vincent Leow,Singaporean,Male,1961,0
14800,69628,Philippe Garrel,French,Male,1948,0
9987,28351,"Con Edison, Consolidated Edison Company of New York, Inc.",American,,1823,0
11386,34431,Eurocarbon BV,,,0,0
10688,30904,Ayse Erkmen,Turkish,Female,1949,0
13643,46718,"Factory Records, Manchester",,,1978,0
12579,40166,Sara Cwynar,Canadian,Female,1985,0
10594,30445,Anders Petersen,Swedish,Male,1944,0
4322,4834,Jean Reavey,Nationality unknown,Male,0,0
9145,23839,Sergei Poliakov,,Male,0,0
14395,49600,João Bizarro Da Nave Filho,Portuguese,Male,1908,0
5673,6346,Walter Whitehead,American,Male,1874,1956
5699,6376,Daniel S. Williams,American,Male,1942,0
8533,11786,"Max Dalang A.G., Zürich",Swiss,,1920,1940
4281,4787,Markus Raetz,Swiss,Male,1941,2020
1941,2199,Robert Gober,American,Male,1954,0
7827,9483,Unknown German Manufacturer,German,,0,0
9847,27759,Karim Rashid,Egyptian,Male,1960,0
4636,5198,Tobia Scarpa,Italian,Male,1935,0
4829,5403,Mieko Shiomi,Japanese,Female,1938,0
8908,22848,Mark Wamble,American,Male,1959,0
6351,7088,Stash Two (Josh Franklin),American,Male,1967,0
1609,1831,Andreas Feininger,American,Male,1906,1999
4668,5231,Arnold Schmidt,American,Male,1930,1993
13339,44705,Danny Boyle,British,Male,1956,0
4439,4973,Rockwood and Company,American,,1832,1911
476,550,Guido Biasi,Italian,Male,1933,0
4394,4917,Claus Joseph Riedel,Austrian,Male,1925,0
11707,35499,Duan Jinchuan,Chinese,Female,1962,0
11690,35473,Danièle Nyst,Belgian,Female,1942,1998
5018,5615,W. J. Steegles,British,,0,0
7919,9752,"INAX Corporation, Tokoname, Japan",,,0,0
5341,5967,Thomas Tulis,American,Male,1961,0
10812,31038,Wolfgang Schneider,German,,1950,0
9015,23361,Weber,Nationality unknown,,0,0
9157,23881,Viola Gråsten,Swedish,Female,1910,1994
8104,10241,"Platinum Pen Company, Ltd., Tokyo",,,0,0
9518,26134,Ernst Stahl,German,Male,1882,1957
13133,43052,Brendan Fowler,American,Male,1978,0
1107,1262,Olga Costa,Mexican,Female,1913,1993
12275,38197,Deryck Healy,South African,Male,1937,2004
7223,8230,Wilhelm Heuschen,,Male,0,0
11251,33190,Evan Roth,American,Male,1978,0
1038,1183,Robert Colescott,American,Male,1925,2009
2330,2630,Hibner,Polish,,0,0
2249,2538,Shigeru Hatsuyama,Japanese,Male,1897,1973
11360,34211,"Königliche Porzellanmanufaktur, Meissen, Germany",,,0,0
3108,3495,Alfred Leslie,American,Male,1927,0
9050,23457,Gushchin Nikolai,,,0,0
10660,30876,Frédéric Bruly Bouabré,Ivorian,Male,1923,2014
4943,5530,Juan Soriano,Mexican,Male,1920,2006
11398,34528,Guy de Cointet,American,Male,1934,1983
7025,7996,Antonio Citterio,Italian,Male,1950,0
4583,5139,America Sanchez,Spanish,Female,1939,0
14421,49733,Sharon Johnston,American,Female,1965,0
7590,8658,Katherine Turczan,American,Female,1965,0
975,1110,Chunghi Choo,American,Female,1938,0
9712,27040,Richard James,American,Male,1914,1975
4501,5044,Susan Rothenberg,American,Female,1945,2020
11613,35022,Virgin Records,,,1972,0
11044,32208,Jem Cohen,American,Male,1962,0
6480,7232,Giuseppe Cappelli,Italian,Male,0,0
3078,3460,Lege & Bergeron,French,,0,0
4838,5416,Arthur Siegel,American,Male,1913,1978
12409,38917,Katya Sander,Danish,Female,1970,0
13431,45516,Franco Rossi,Italian,Male,1919,2000
4715,5279,Elfi Schuselka,Austrian,Female,1940,0
5938,6635,Jac Leirner,Brazilian,Female,1961,0
5225,5840,Félix Teynard,French,Male,1817,1892
10855,31242,Bill Morrison,American,Male,1965,0
5686,6361,Svend Wiig Hansen,Danish,Male,1922,1997
9952,28202,Dan Rakgoathe,South African,Male,1937,2004
817,924,Harry Callahan,American,Male,1912,1999
7780,9358,"Knoll Textiles, New York, NY",,,1947,0
9814,27589,Solange Fabião,Brazilian,Female,1963,0
11664,35406,Liza Béar,British,Female,1955,0
6498,7275,John Barnard,British,Male,1946,0
689,787,Gandy Brodie,American,Male,1925,1975
9111,23706,Il'ia Chashnik,Russian,Male,1902,1929
2949,3319,Pavel Kuznetsov,Russian,Male,1878,1968
14581,67510,Judy Linn,American,Female,1947,0
4725,5289,Reiner Schwarz,German,,0,0
2155,2437,Reinhold Häcker,Swiss,Male,1903,1976
2694,3027,Kikuji Kawada,Japanese,Male,1933,0
14298,49121,Tsibi Geva,Israeli,Male,1951,0
7721,9210,"Ceramic Japan Co. Ltd., Aichi-ken, Japan",,,0,0
12810,41410,Bruno W. Reimann,,,0,0
11077,32341,Edwin S. Porter,American,Male,1870,1941
11583,34924,Ulrike Rosenbach,German,Female,1943,0
685,782,L. N. Britton,American,,1858,1934
856,968,Emil Cardinaux,Swiss,Male,1877,1936
10979,31737,Kayrock and Wolfy,American,Male,0,0
5310,5934,Rudi Tröger,German,Male,1929,0
10040,28549,Martin Assig,German,Male,1959,0
7850,9569,"Kensington, Inc., New Kensington, PA",American,,0,0
3937,4407,Koshiro Onchi,Japanese,Male,1891,1955
13351,44749,Francisco Méndez Labbé,Chilean,Male,1922,0
5713,6391,Scott Wilson,Scottish,Male,1889,1972
12412,38939,Ödön Palasovsky,Hungarian,Male,1899,1980
6148,6854,Paul R. Meltsner,American,Male,1905,1959
9775,27403,Walton Ford,American,Male,1960,0
11180,32907,David Maljković,Croatian,Male,1973,0
5386,6019,Unknown Designer,Swiss,,0,0
9040,23420,Carlos Rivera,American,Male,1971,0
10921,31360,Pirmin Blum,Swiss,Male,1969,0
3846,4308,Gladys Nilsson,American,Female,1940,0
2298,2590,Alexander Henderson,Canadian,Male,1831,1913
6456,7204,Hap Sakwa,American,Male,1950,0
3447,3859,Peter Max,American,Male,1937,0
3877,4344,Thomas Nozkowski,American,Male,1944,2019
1588,1808,Franz Fassler,Swiss,Male,0,0
1193,1358,Karl Fred Dahmen,German,Male,1917,1981
11644,35212,Shannon Ebner,American,Female,1971,0
7011,7979,interware SARL,French,Male,2000,0
8052,10119,"Rheemax, Inc., USA",,,0,0
12123,37603,Tom Duffield,,Male,0,0
3413,3824,Umberto Mastroianni,Italian,Male,1910,1988
12038,37092,Blondie,,,1975,0
10465,29523,Chikara Ohtagaki,Japanese,Male,1971,0
11920,36444,New York Architects,,,1984,1994
13045,42594,Nick Clark,American,Male,1984,0
15078,75110,Jordan Grabulovski,Macedonian,Male,1925,1986
2445,2756,Ian (Hugh Guiler) Hugo,American,Male,1898,1985
6495,7252,Unknown Designer,Japanese,,0,0
7124,8112,Cornelis van Eesteren,Dutch,Male,1897,1988
10281,28804,David Shaw,American,Male,1965,0
3,4,Charles Arnoldi,American,Male,1946,0
537,616,Bernhard Blume,German,Male,1937,2011
706,804,Arthur William Brown,American,Male,1881,1966
8615,13207,Edwin Morgan,British,Male,1920,2010
7455,8516,Arthur Brower/The New York Times,American,Male,1916,1974
7922,9755,"Toray Industries, Inc., Tokyo",Japanese,,1926,0
10309,28834,Cheyney Thompson,American,Male,1975,0
9761,27259,Lindy Roy,South African,Female,1963,0
11436,34722,Ai Weiwei,Chinese,Male,1957,0
5918,6613,Antti Nurmesniemi,Finnish,Male,1927,2003
8506,11192,"Rothschild Plastics Corp., Philadelphia, PA",,,0,0
13305,44496,Vivienne Westwood,British,Female,1941,0
756,856,Fritz Bühler,Swiss,Male,1909,1963
10260,28780,Alexander Ross,American,Male,1960,0
7637,8885,G. Geist,,,0,0
11049,32232,Roberto Gabetti,Italian,Male,1925,2000
1140,1298,Ralston Crawford,American,Male,1906,1978
11456,34791,Downtown Community TV Center,,,1972,0
4211,4714,Jane Poupelet,French,Female,1878,1932
1977,2240,Sidney Goodman,American,Male,1936,2013
2109,2382,Gruppo Architetti Urbanisti Città Nuova,Italian,,1961,1991
2901,3262,Leon Kroll,American,Male,1884,1974
6107,6812,Jane Comfort,American,Female,1945,0
12824,41443,Erik Barnouw,American,Male,1908,2001
4512,5056,Henri Rousseau,French,Male,1844,1910
228,275,Karl Baden,American,Male,1952,0
6307,7039,Ken Schles,American,Male,1960,0
6020,6720,Jeanne Granès,French,Female,0,1923
6560,7415,Shinro Otake,Japanese,Male,0,0
9698,27020,Charles B. Stilwell,American,Male,0,0
9443,24859,Elinor Carucci,Israeli,Female,1971,0
3690,4127,Sadamasa Motonaga,Japanese,Male,1922,2011
13845,47470,Ishoka,Japanese,,0,0
1440,1637,Guillaume-Benjamin-Armand Duchenne de Boulogne,French,Male,1806,1875
5210,5824,Walter Dorwin Teague,American,Male,1883,1960
5045,5643,Varvara Stepanova,Russian,Female,1894,1958
14685,68088,Carmelo Arden Quin,Uruguayan,Male,1913,2010
3095,3480,Jan Lenica,Polish,Male,1928,2001
8668,15558,Francis Carco,French,Male,1886,1958
8290,10642,"Dictaphone AG, Killwangen, Switzerland",,,0,0
147,181,Emmy Andriesse,Dutch,Female,1914,1953
14708,68261,Marie Losier,French,Female,1972,0
2420,2728,Barbara Horosko,American,Female,1950,0
11868,35912,Rita Myers,American,Female,1947,0
11566,34907,Shi Jian,Chinese,Male,1973,0
7488,8549,Marc Allégret,French,Male,1900,1973
3814,4270,Bea Nettles,American,Female,1946,0
3167,3560,Linda Lindroth,American,Female,1946,0
2158,2441,Oswald Haerdtl,Austrian,Male,1899,1959
14919,74006,Paul Magès,French,Male,1908,1999
15145,131750,Wadsworth Jarrell,American,Male,1929,0
11190,32957,Julia Lohmann,German,Female,1977,0
5794,6476,Ahmed Yacoubi,Moroccan,Male,1928,1985
4793,5362,Ron Sewell,American,Male,1937,0
10070,28580,Kathy Butterly,American,Female,1963,0
10904,31343,Allan Currall,British,Male,1965,0
5032,5630,Paul Steiner,American,Male,0,0
11991,36955,Tomas Schmit,German,Male,1943,2006
7155,8150,James Thrall Soby,American,Male,1906,1979
7605,8688,Jens H. Quistgaard,Danish,Male,1919,2008
2166,2449,Hideoki Hagiwara,Japanese,Male,1942,0
3999,4481,José Pancetti,Brazilian,Male,1904,1958
8117,10260,FM Design,,,0,0
1766,2002,Lee Friedlander,American,Male,1934,0
14154,48531,Roger Boyce,,Male,0,0
717,816,Robert Brownjohn,American,Male,1925,1970
4426,4953,LeRoy Southward Robbins,American,Male,1904,1987
245,292,Enrico Baj,Italian,Male,1924,2003
3594,4021,Léonard Misonne,Belgian,Male,1870,1943
6941,7886,Mary Obering,American,Female,0,0
3494,3911,Leo Meissner,American,Male,1895,1977
6039,6743,Willson Y. Stamper,American,Male,1912,1988
11959,36834,Anna Halprin,American,Female,1920,0
10633,30845,Fred W. McDarrah,American,Male,1926,2007
13119,42888,George L. Thomson,,,0,0
10671,30887,Minerva Cuevas,Mexican,Female,1975,0
9297,24389,R. Kh.,,,0,0
8363,10829,"Friedrich Herder A.G., Solingen, Germany",,,0,0
396,463,Ben-Zion,American,Male,1897,1987
12382,38736,Arthur P. Bedou,American,Male,1882,1966
14868,69897,James Guitet,French,Male,1925,0
6815,7698,David Spear,American,Male,1937,0
10236,28752,Toby Paterson,Scottish,Male,1974,0
12709,41076,Joe Maloney,American,Male,1949,0
14287,49093,Eric Owen Moss,American,Male,1943,0
10051,28560,Julie Becker,American,Female,1972,2016
14770,69295,Paco Rabanne,Spanish,Male,1934,0
3850,4312,Oscar Nitzchke,American,Male,1900,1991
8501,11181,"Lorraine Metal Mfg. Co., NY",American,,1868,1954
7722,9213,"Lucie Rie Pottery, London",,,0,0
12088,37374,Young Joon Kim,Korean,Male,1960,0
11744,35541,Kit Galloway,American,Male,1948,0
8731,19664,Angel Abreu,American,Male,1974,0
11800,35608,Rafael França,Brazilian,Male,1957,1991
7424,8476,Varvara Rodchenko,Russian,Female,1925,2019
10247,28764,Jane Piper,American,Female,1916,1991
2232,2520,Grace Hartigan,American,Female,1922,2008
10422,29230,Derek Ryden,British,,1956,0
10127,28637,Victoria Gitman,Argentine,Female,1972,0
13650,46772,Conte Candoli,American,Male,1927,2001
801,908,John Cadenhead,American,Male,1937,0
12069,37299,Lorraine O'Grady,American,Female,1934,0
12277,38199,Joseph Madisia,Namibian,Male,0,0
11595,34938,Tony Labat,American,Male,1951,0
9043,23427,Margret Hildebrand,German,Female,1917,1998
8816,22591,Hajime Sorayama,Japanese,Male,1947,0
9889,27947,Elizabeth A. Wilkes,American,Female,1945,0
14750,68811,Jamie Reid,British,Male,1947,0
117,148,Florencia de Amesti,Chilean,Female,1925,2006
966,1101,Pietro Chiesa,Italian,Male,1892,1948
7484,8545,Art Greenspon/Associated Press,American,Male,1942,0
2792,3136,William Klein,American,Male,1928,0
3669,4104,G. R. Morris,British,,0,0
5791,6473,Jaume Juez i Castella (Xirinius),Spanish,Male,1906,2002
6094,6798,Juan Cárdenas,Colombian,Male,1939,0
14944,74291,Cang Xin,Chinese,Male,1966,0
1784,2021,Ernst Fuchs,Austrian,Male,1930,2015
14390,49595,André Carneiro,Brazilian,Male,1922,2014
6808,7691,Kevin Bubriski,American,Male,1954,0
10736,30956,Herwig Kempinger,Austrian,Male,1957,0
4040,4524,Pierre Paulin,French,Male,1927,2009
2168,2451,Raoul Hague,American,Male,1905,1993
4879,5462,Birgit Skiöld,Swedish,Female,1923,1982
11634,35134,Harrell Fletcher,American,Male,1967,0
8385,10914,"Ditta Spoggi, Milan",,,0,0
3296,3697,Aristide Maillol,French,Male,1861,1944
5841,6528,Teresa Zabala,American,Female,1938,0
143,177,Henning Andreasen,Danish,Male,1923,0
6654,7520,Luc Tuymans,Belgian,Male,1958,0
15197,132719,Dalton Paula,Brazilian,,1982,0
7625,8722,United Nations Headquarters Board of Design,,,0,0
8436,11033,"Rudolph de Harak Industrial Design, Inc., New York, NY",,,0,0
2259,2548,Elizabeth King Hawley,American,Female,1833,1926
11097,32449,Julie Zando,American,Female,1961,0
5227,5844,Joan Josep Tharrats,Spanish,Male,1918,2001
5817,6502,Tadanori Yokoo,Japanese,Male,1936,0
12762,41279,Fred Eversley,American,male,1941,0
6420,7162,Richard Lowrie,American,Male,0,0
1376,1566,Frank Dobson,British,Male,1888,1963
12850,41555,Miljenko Horvat,Croatian,Male,1935,0
8111,10250,"Panasonic Company, Secaucus, NJ",,,0,0
7985,9961,"Riverside China, Riverside, CA",,,0,0
1030,1175,Mark Cohen,American,Male,1943,0
13899,47676,Pauline Oliveros,,Female,0,0
1244,1415,Adrien Dax,French,Male,1913,1979
4886,5470,Clarissa Sligh,American,Female,1939,0
13861,47540,Art Kane,American,Male,1925,1995
11629,35105,Alfonso Bialetti,Italian,Male,1888,1970
15028,74809,Dmitry Ivanov,Russian,Male,1962,0
6816,7699,Paul Jeuffrain,French,Male,0,1916
11985,36949,György Sándor Ligeti,Austrian,Male,1923,2006
323,382,"Harry W. Batz, Jr.",American,Male,0,0
14606,67694,Glenn Williams,,Male,0,0
8601,12945,Vladimir Lebedev,Russian,Male,1891,1967
3584,4007,George Minne,Belgian,Male,1867,1941
1626,1848,William Fenton,British,Male,0,0
4469,5009,Clare Romano,American,Female,1922,0
13394,45115,Diane Wakoski,American,,1937,0
2682,3015,Koji Kato,Japanese,Male,0,0
12553,39882,Luigi Ghirri,Italian,Male,1943,1992
2474,2789,Scott Hyde,American,Male,1926,0
6733,7612,Bryan Bell,American,Male,0,0
7682,9081,"AB Gustavsberg Fabriker, Sweden",Swedish,,0,0
3582,4005,Roger Minick,American,Male,1944,0
9980,28325,Crye Associates,American,,2000,0
13518,46213,Eric Rosenbaum,American,Male,1979,0
5322,5948,Nina Tryggvadottir,Icelandic,Female,1913,1968
14785,69541,Elger Esser,German,Male,1967,0
5961,6660,Maurice Réalier-Dumas,French,Male,1860,1928
10504,29654,John Lees,American,Male,1943,0
1893,2143,Cristos Gianakos,American,Male,1934,0
1218,1386,Pan Daqiang,Chinese,,1937,0
2879,3237,Frans Krajcberg,Brazilian,Male,1921,2017
8761,21759,"Atelier d'Arts Appliqués, Cannes, France",,,0,0
12156,37709,"Manfrotto Feltre Production Facilities, Feltre, Italy",,,1972,0
4717,5281,Thomas Schütte,German,Male,1954,0
3623,4052,Eduardo Moll,Peruvian,Male,1929,0
3909,4379,Hans Ofner,Austrian,Male,1880,0
12127,37617,Igor Kopystiansky,American,Male,1954,0
9058,23503,Kseniia Boguslavskaia,,Female,1892,1972
14387,49585,Miguel Rio Branco,Brazilian,Male,1946,0
8938,22955,David Walter Beck,American,Male,1915,2001
10048,28557,Gary Batty,American,Male,1970,0
5259,5879,Joe Tilson,British,Male,1928,0
12357,38624,Joseph Turner Keiley,American,Male,1869,1914
7057,8034,Karen Kilimnik,American,Female,1955,0
4610,5170,Takao Sasai,Japanese,Male,1956,0
13692,46879,The Dogz,,,0,0
11937,36617,Edith Dekyndt,Belgian,Female,1960,0
13284,44336,Hugo van Werden,German,Male,1836,1911
3194,3588,Alfred Lombard,French,Male,1884,1973
13478,45943,Wenzel Hablik,German,Male,1881,1934
12424,38998,Diana Balton,American,Female,1958,2013
12479,39278,Fannie E. Kachline,American,Female,0,0
498,574,Roger Bissière,French,Male,1888,1964
2867,3224,Mark Kostabi,American,Male,1960,0
7817,9457,"Dorothy Liebes Textiles Inc., New York, NY",,,0,0
9352,24511,Hannes Meyer,Swiss,Male,1889,1954
10694,30910,Andrea Fraser,American,Female,1965,0
5038,5636,Mark Steinmetz,American,Male,1961,0
14550,67311,Zack Khalil,American,Male,1991,0
12518,39585,Megahouse Corporation,Japanese,,1962,0
7831,9502,"Artek-Pascoe, Inc., New York, NY",,,0,0
5651,6317,"Henry Wessel, Jr.",American,Male,1942,2018
440,513,Valère Bernard,French,Male,1860,1936
7773,9341,"The Knoll Group, New York, NY",,,0,0
311,369,Leonard Baskin,American,Male,1922,2000
5563,6221,Sandy Walker,American,Female,1942,0
12286,38208,Dominic Thorburn,South African,Male,0,0
14494,62329,Roger Schall,French,Male,1904,1955
5557,6215,Aijiro Wakita,Japanese,Male,1942,0
8306,10667,"Industrie Formenti Italia, Milan",,,0,0
12916,41905,Michael Crichton,American,Male,1942,2008
14106,48274,Silk and Textile Printers Ltd,Australian,,1939,0
8826,22617,Hani Rashid,Canadian,Male,1958,0
2288,2577,Thomas Theodor Heine,German,Male,1867,1948
1903,2154,Q. O. Gilbert,Nationality unknown,,0,0
5114,5716,Richard Tum Suden,American,Male,1937,0
10423,29233,Al Heenan,American,Male,1909,1997
3330,3734,Constantine Manos,Greek,Male,1934,0
5970,6669,P. Jouve,Nationality unknown,,0,0
2951,3321,K2 Design Studio,Japanese,,1993,0
3540,3960,Guillermo Meza,Mexican,Male,1917,1997
14838,69845,Eduardo Carvajal,Colombian,Male,1949,0
3122,3509,Julian E. Levi,American,Male,1900,1982
8289,10639,"GAF Corporation, New York, NY",,,0,0
811,918,Charles Cajori,American,Male,1921,0
12596,40396,Bazon Brock,German,,1936,0
13544,46372,Yuri Suzuki,Japanese,Male,1980,0
12940,42006,Tigrett Enterprises Playhouse Division,American,,0,0
13194,43498,Alexandra Clotfelter,,,1989,0
12426,39007,Carl Becker,,,0,0
6090,6794,Hernando Tejada,Colombian,Male,1925,1998
1640,1863,Roger C. Ferri,American,Male,1949,1991
5565,6223,Abraham Walkowitz,American,Male,1878,1965
2085,2357,Red Grooms,American,Male,1937,0
8949,22983,Tacita Dean,British,Female,1965,0
9084,23601,N. Rozenfel'd,,,0,0
7657,9016,"Focus Belysning, Denmark",,,1975,0
6895,7840,Ava Gerber,American,Female,1961,0
12720,41153,A. Krapp,German,,0,0
2900,3261,Abram Krol,French,Male,1919,2001
2944,3314,Kenji Kusaka,Japanese,Male,1936,0
6187,6903,Lesley Dill,American,Female,1949,0
10411,29073,Lorraine Gamman,British,Female,1957,0
10392,29002,Laerdal Medical Corporation Design and Development Team,American,,1967,0
12584,40293,Hans Brockhage,German,Male,1925,2009
10623,30724,Janne Kyttanen,Finnish,Male,1974,0
7417,8468,Estella Conwill Majozo,American,Female,1949,0
1360,1547,Jim Dine,American,Male,1935,0
7340,8376,Yakov Ruklevsky,Russian,Male,1884,1965
14006,47928,György Szász,Hungarian,Male,0,0
10525,29725,SANAA,,,1995,0
11379,34413,Katarzyna Kobro,,Female,0,0
9693,27008,"Kikkoman Corporation, Japan",,,1917,0
4404,4928,Jacob August Riis,American,Male,1849,1914
6713,7590,Studio Tetrarc,Italian,,1969,0
5512,6167,René Vincent,Haitian,Male,1911,0
12950,42110,Elia Suleiman,Palestinian,Male,1960,0
8856,22734,Robert White,,Male,0,0
1572,1792,Patrick Faigenbaum,French,Male,1954,0
3068,3449,Arthur Lee,American,Male,1881,1961
10801,31025,Bella Ban,,Female,0,0
14046,48067,Daniele Scandola,Italian,Male,0,0
8818,22593,"Motorola, England",,,0,0
14747,68785,Irving Schott,American,Male,1891,1990
7016,7984,Bas Oudt,Dutch,Male,1956,0
2767,3111,Martin Kippenberger,German,Male,1953,1997
523,602,André Bloc,French,Male,1896,1966
10141,28653,Gerald Hayes,American,Male,1940,0
14940,74179,Christina Fernandez,American,Female,1965,0
8184,10379,"Grohmann Knives, Ltd., Pictou, Canada",,,0,0
2797,3141,Vera Klement,American,Female,1929,0
7894,9686,"Jaguar Ltd., Coventry, England",,,0,0
5696,6373,John Willenbecher,American,Male,1936,0
13923,47749,Hüsker Dü,,,0,0
12444,39110,BERG,,,2005,0
7219,8226,Michelle Stone,American,Female,1944,0
12065,37287,Prospère Henry,French,Male,1849,1903
4128,4618,Leona Pierce,American,Female,1921,2002
2648,2978,Consuelo Kanaga,American,Female,1894,1978
5953,6651,Fabrizio Gori,Italian,Male,1940,0
8678,16790,Anton Giulio Bragaglia,Italian,Male,1890,1960
5433,6073,Frans van der Steen,Dutch,Male,0,0
10787,31011,Rob Pruitt,,Male,0,0
1345,1532,Waldo Díaz-Balart,Cuban,Male,1931,0
3695,4133,Stanley Mouse,American,Male,1940,0
9573,26418,Critical Art Ensemble,American,Male,1987,0
14856,69885,Luigi Ferro,,Male,0,0
1396,1588,Roland Dorcély,Haitian,Male,1930,2017
14223,48778,Lita Albuquerque,,Female,0,0
11329,33865,Ivan Serpa,Brazilian,Male,1923,1973
6834,7718,Mogens Balle,Danish,Male,1921,1988
13686,46873,Arrigo Lora Totino,Italian,Male,1928,0
6857,7742,Robert Walters,American,Male,1925,2008
10765,30986,Michaela Math,Austrian,Female,1968,0
2525,2847,Norman Ives,American,Male,1923,1978
14267,48914,Sibylle Möllering-Kaldewey,German,Female,0,0
9000,23314,Vladimir Chembers,,Male,0,0
1627,1849,George J. Fenwick,British,Male,0,0
982,1118,Chryssa (Chryssa Vardea-Mavromichali),American,Female,1933,2013
5297,5920,Trace And Warner,American,,0,0
6197,6914,Bruce Gilden,American,Male,1946,0
12852,41568,Serge Vandercam,Danish,,1924,2005
7306,8324,John Van Hamersveld,American,Male,1941,0
102,128,Hobie Alter,American,Male,1933,0
12350,38611,Ewald André Dupont,,,0,0
13018,42466,Douglas Darden,American,Male,1951,1996
8020,10039,"Raymar Industries, Inc., New York, NY",,,0,0
18,34,Alvar Aalto,Finnish,Male,1898,1976
8190,10391,"Carl Zeiss, Inc.",German,,1846,0
13160,43289,Walter Marchetti,Italian,,1931,0
8884,22796,Gayle Tsern,,Female,0,0
8309,10685,"Newton Plastics, Newton Upper Falls, MA",,,0,0
3371,3778,Harry C. Markle,American,Male,0,0
6702,7576,Elizabeth Alford,American,Female,1967,0
5035,5633,Jakob Steinhardt,Israeli,Male,1887,1968
300,357,Jennifer Bartlett,American,Female,1941,0
9315,24434,Wenda Gu,Chinese,Male,1955,0
4096,4586,William Pettet,American,Male,1942,0
9522,26155,Fernando Bryce,Peruvian,Male,1965,0
3501,3918,Georges Méliès,French,Male,1861,1938
7571,8638,United Press International,,,0,0
5515,6170,Roman Vishniac,American,Male,1897,1990
3522,3940,Gerhard Merz,German,Male,1947,0
1872,2120,Franco Gentilini,Italian,Male,0,0
13814,47316,Chris D.,,Male,0,0
13279,44274,A.L. Steiner,American,Female,1967,0
3169,3562,Leo Lionni,American,Male,1910,1999
12273,38194,Sister Sheila Flynn,British,Female,1952,0
