,ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
14847,69860,Bernard Aubertin,French,Male,1934,0
3981,4462,Wolfgang Paalen,Austrian,Male,1905,1959
7276,8292,Janine Antoni,Bahamian,Female,1964,0
9434,24714,Gustave Falconnier,Swiss,Male,0,0
4269,4774,Lothar Quinte,German,Male,1923,2000
7307,8326,Rudolf Bircher,Swiss,Male,0,0
8442,11048,"Eggers, WI",,,0,0
7458,8519,Chuck Burton/Associated Press,American,Male,1955,0
1084,1236,Andries Dirk Copier,Dutch,Male,1901,1991
3496,3913,F. M. Melchers,Dutch,Male,1848,1944
1986,2249,Spencer Frederick Gore,British,Male,1878,1914
1463,1665,Mabel Dwight,American,Female,1876,1955
9950,28198,Robert Hodgins,South African,Male,1920,2010
8265,10589,"Grossherzogliche Sächische Fachschule, Germany",,,0,0
12816,41428,Lucy McEachan,,Female,0,0
1444,1641,Dana Duff,American,Female,1955,0
5160,5769,Maurice Tabard,French,Male,1897,1984
3876,4342,Ira Nowinski,American,Male,1942,0
621,713,Samuel Bourne,British,Male,1834,1912
6538,7388,Matthew Abbott,British,Male,1965,0
2448,2759,Sipke Huismans,Dutch,Male,0,0
9959,28215,"S. A. Weller Pottery, Zanesville, Ohio",,,1872,1948
2075,2346,Dimitri Grinevich,Russian,Male,1895,1966
10998,31906,John Harvey,American,Male,1881,1954
13120,42889,Kate Greenaway,,,0,0
15175,132112,Judithe Hernández,American,Female,1948,0
8633,13816,Olga Deneiko,,Female,0,0
1167,1327,Gordon Cullen,British,Male,1914,0
7473,8534,Richard Drew/Associated Press,American,Male,1946,0
15202,132939,Alejandro Kuropatwa,Argentine,,1956,2003
2004,2267,Hans Gött,German,Male,1883,1974
8408,10954,"Denominator Company, Inc., New York, NY",American,,1914,0
6111,6816,Evergon,Canadian,Male,1946,0
6076,6780,Rafael Coronel,Mexican,Male,1932,0
317,375,Georges Bataille,French,Male,1897,1962
11011,32051,Øivind Resch,Norwegian,,1961,0
7575,8642,Marilynn K. Yee/The New York Times,American,Female,1950,0
11893,36025,Richard Tipping,Australian,Male,1949,0
4002,4484,Ivo Pannaggi,Italian,Male,1901,1981
5648,6314,Theodor Werner,German,Male,1886,1969
10145,28657,Jonathan Herder,American,Male,1965,0
997,1136,José Claudio Da Silva,Brazilian,Male,1932,0
3103,3490,Stanislao Lepri,Italian,Male,1905,1980
9369,24554,Vitalii Lavrov,,Male,0,0
1596,1817,André Favory,French,Male,1888,1937
14548,67308,Masao Adachi,Japanese,Male,1939,0
9612,26616,Leandro Katz,Argentine,Male,1938,0
6977,7924,Bogdan Achimescu,Romanian,Male,1965,0
4910,5494,Tony Smith,American,Male,1912,1980
12064,37281,Robert Wiene,German,Male,1873,1938
9210,24082,Valerian Dvorakovskii,,Male,0,0
14281,49060,David Small,American,Male,1965,0
7268,8277,Horst Hoheisel,German,Male,1944,0
13260,44110,J.D. 'Okhai Ojeikere,Nigerian,Male,1930,2014
7500,8564,Norman M. Jeannero/Times World Wide Photos,American,Male,1889,1954
5560,6218,Paul Waldman,American,Male,1936,0
6189,6906,Silvia Kolbowski,Argentine,Female,1953,0
10207,28721,Bjarne Melgaard,Norwegian,Male,1967,0
12736,41169,Shambhavi,Indian,Female,1966,0
11327,33845,John Hubley,American,Male,1914,1977
4708,5272,Gotthard Schuh,Swiss,Male,1897,1969
3835,4293,Ben Nicholson,British,Male,1894,1982
8729,19662,George Garces,American,Male,1972,0
10464,29522,Shigekazu Tanaka,Japanese,Male,1966,0
8744,20722,Royal College of Art,British,,1837,0
4059,4543,John Pemberton,British,Male,1948,0
8459,11085,"Heywood-Wakefield Co., Gardner, MA",,,0,0
7641,8933,Yushi Uehara,Japanese,Male,1964,0
8515,11223,"Mourlot, Paris",,,0,0
3300,3701,Louis Majorelle,French,Male,1859,1926
14355,49417,Luigi Scrivo,Italian,Male,0,0
9318,24450,Semyon Fridlyand,Russian,Male,1905,1964
14793,69603,Charles Burnett,American,Male,1944,0
2750,3093,Mokuma Kikuhata,Japanese,Male,1935,2020
4635,5197,Carlo Scarpa,Italian,Male,1906,1978
9575,26424,Jane Wilson,British,Female,1967,0
11296,33386,Brian Belott,American,Male,1973,0
9665,26934,Nick Schade,American,Male,1963,0
8004,10010,"Hudson Fixtures, USA",,,0,0
9042,23426,Elsa Fischer-Treyden,German,Female,1901,1995
13885,47629,Sür Drone,,,0,0
9900,27989,Alfredo Volpi,Brazilian,Male,1896,1988
612,704,Bart Boumans,Dutch,Male,0,0
3505,3922,Pierre Mendell,German,Male,1929,0
1344,1531,Narcisse Diaz,French,Male,1809,1876
11451,34785,Jessica Mein,Brazilian,Female,1975,0
11554,34892,Phyllis Baldino,American,Female,1956,0
4788,5355,Jaroslav Šerých,Czech,Male,1923,2014
1222,1390,Alfred Dargis,American,Male,0,0
9631,26685,Verne Dawson,American,Male,1961,0
8969,23054,"Ranton & Co., United Kingdom",,,0,0
8766,22481,Manfredo Massironi,Italian,Male,1937,2011
11170,32825,Nalini Malani,Indian,Female,1946,0
8625,13574,William S. Burroughs,American,Male,1914,1997
5483,6133,Paul Véra,French,Male,1882,1957
10865,31301,Pierre Bourdieu,French,Male,1930,2002
14551,67322,Peter Delpeut,Dutch,Male,1956,0
4361,4879,Charles Reutlinger,French,Male,1816,1880
5280,5901,Jan Toorop,Dutch,Male,1858,1928
2964,3335,Charles Lacoste,French,Male,1870,1959
11418,34597,Anthony McCall,American,Male,1946,0
182,224,Kenneth Armitage,British,Male,1916,2002
2183,2467,Peter Halley,American,Male,1953,0
8573,12602,Horace Gregory,American,Male,1898,1982
13823,47361,Sam Suliman,,Male,0,0
7995,9984,"The Hartford Products Corp., Chicago, IL",,,0,0
2849,3201,Käthe Kollwitz,German,Female,1867,1945
8689,17816,Richard Benson,American,Male,1943,2017
14502,63783,Nick de Morgoli,French,Male,1916,2004
10662,30878,Anne Burdick,,Female,0,0
8221,10478,"Old Hall Works Tableware, Bloxwich, U.K.",,,0,0
4345,4861,Nancy Reitkopf,American,Female,1938,0
13283,44334,Mark Morrisroe,American,Male,1959,1989
7221,8228,Alessandro Poli,Italian,Male,0,0
3376,3783,Anne Steele Marsh,American,Female,1901,1995
1325,1507,Arthur Deshaies,American,Male,1920,2011
1962,2223,Leon Golub,American,Male,1922,2004
5543,6201,Konrad Wachsmann,American,Male,1901,1980
9816,27624,Eve Sussman | Rufus Corporation,American,Female,0,0
8218,10473,"Giovannetti, Italy",,,0,0
2316,2614,Helena Hernmarck,Swedish,Female,1941,0
10896,31335,Roman Ondak,Slovak,Male,1966,0
12655,40740,Joseph Sattler,German,Male,1867,1931
6152,6858,Izabella Gustowska,Polish,Female,1948,0
6904,7849,Sharon Harper,American,Female,1966,0
217,262,Johannes Baader,German,Male,1875,1955
9902,27993,"Sam Medical Products, a division of The Seaberg Company, Inc.",American,,1985,0
10199,28712,Kim McCarty,American,Female,1956,0
3412,3822,Luigi Massoni,Italian,Male,1929,0
9372,24558,Mykola Pavliuk,,,0,0
13101,42824,Bülent Arel,,,0,0
3516,3934,Mercer,British,,0,0
3093,3478,Luis Lemus,American,Male,0,0
12751,41230,Waldemar Ohly,,,0,0
5757,6437,Brian Wood,Canadian,Male,1948,0
3185,3578,Jean Locey,American,Female,1944,0
11318,33760,Vuyile Voyiya,South African,Male,1961,0
12706,41033,Yuya Ushida,Japanese,Male,1975,0
5462,6111,Yuri V. (Mon) Vasiliev,Russian,,1925,1990
14941,74199,Park Hyunki,Korean,Male,1942,2000
11721,35513,Gloria Camiruaga,Chilean,Female,1940,2006
1810,2050,Robert Gair Company,American,,0,0
13602,46526,Dentaku Ltd.,,,0,0
7611,8698,Giovanni Bassi,Italian,Male,1926,0
11466,34803,Marc Camille Chaimowicz,British,Male,1946,0
5974,6673,L. Simon,Nationality unknown,,0,0
7687,9100,"Gavina, Italy",,,0,0
2480,2796,Ide Sakiko,Japanese,Male,1927,0
13556,46422,Nervous System,,,2007,0
3037,3416,Alma R. Lavenson,American,Female,1897,1989
11234,33117,"Loop, pH",British,,2003,0
13364,44875,Héctor Vigliecca,Uruguayan,Male,1940,0
1477,1680,Doug Edge,American,Male,1942,0
13352,44754,Istvan Anhalt,,,0,0
6451,7199,Kent Macintosh,American,Male,0,0
4133,4624,Mick Pilcher,British,Male,0,0
9538,26218,Benjamin Edwards,American,Male,1970,0
4346,4862,Oscar G. Rejlander,British,Male,1813,1875
7704,9154,"George Kovacs, Lighting Inc., New York, NY",,,0,0
10019,28493,Kim Hoffmann,American,Female,1975,0
10160,28672,Aaron Johnson,American,Male,1975,0
10360,28902,Dasha Shishkin,American,Female,1977,0
11895,36070,Dean Lubensky,American,,1966,0
10204,28718,Jason Meadows,American,Male,1972,0
11510,34848,Greg Durbin,American,Male,1950,0
3958,4434,George Ortman,American,Male,1926,2015
2977,3350,Thomas Lamb,American,Male,1898,1988
4489,5030,Judith Joy Ross,American,Female,1946,0
13331,44647,Jaroslav Sůra,Czech,Male,1928,2010
9770,27331,Johan Niegeman,Dutch,Male,1902,1977
2196,2482,Hans Hammarskiold,Swedish,Male,1925,2012
13036,42520,Grégoire Jeanmonod,Swiss,Male,1978,0
4089,4578,Irving Petlin,American,Male,1934,0
1736,1968,Kaj Franck,Finnish,Male,1911,1989
10116,28626,Franziska Furter,Swiss,Female,1972,0
12845,41497,U.S. Navy,American,,0,0
7983,9954,Telex Electro Acoustic Division,,,0,0
12906,41877,Mike Hodges,British,Male,1932,0
10400,29031,Michael Anastassiades,Cypriot,Male,1967,0
12398,38858,Deana Lawson,American,Female,1979,0
7397,8442,Russell Crotty,American,Male,1956,0
2595,2922,Jiří John,Czech,Male,1923,1972
1486,1691,Otto Eglau,German,Male,1917,1988
6374,7111,Vincent Gagliostro,,Male,0,0
777,880,Deirdre Burnett,British,Female,1939,0
14011,47940,"Mass Studies, Seoul, Korea",Korean,,2003,0
14436,49889,Virginia San Fratello,American,Female,1971,0
7742,9259,"Ekco Products Co., Chicago, IL",American,,1888,0
2969,3340,Massimo Lagostina,Italian,Male,1908,0
7408,8454,Mikael Björnstjerna,Swedish,Male,1945,0
3790,4243,Bruce Nauman,American,Male,1941,0
1678,1904,Salvatore Fiume,Italian,Male,1915,1997
1650,1873,Robert Filliou,French,Male,1926,1987
2896,3257,William Kriz,American,Male,0,0
4485,5026,Lauri Rosenwald,American,Female,0,0
7373,8414,Klaus Pinter,Austrian,Male,1940,0
687,784,John Brockman,American,Male,1941,0
13428,45467,Powell & Co.,American,,0,0
14790,69598,Albert Serra,Spanish,Male,1975,0
10719,30939,Richard Hoeck,Austrian,Male,1965,0
13222,43626,Djamila Sahraoui,Algerian,Female,1950,0
701,799,Milton Brooks,American,Male,1901,1956
1375,1564,Alexander Dobkin,American,Male,1908,1975
286,342,Will Barnet,American,Male,1911,2012
7769,9325,"Japan Victor Corporation (JVC), Japan",,,0,0
13672,46835,"MSGSS (Manteola Sanchez Gomez Santos Solsona), Buenos Aires",Argentine,,0,0
11052,32236,Ed Emshwiller,American,Male,1925,1990
5783,6464,Andrew Wyeth,American,Male,1917,2009
6381,7118,Gonzalo Diaz,Chilean,Male,1947,0
6920,7865,Amy Arbus,American,Female,1954,0
204,248,Richard Avedon,American,Male,1923,2004
13857,47524,Juan Batlle Planas,Argentine,Male,1911,1966
3362,3768,Mariano (Mariano Rodríguez),Cuban,Male,1912,1990
353,416,Felice Beato,Italian,Male,1825,1903
11704,35496,Yoko Maruyama,,Female,0,0
11528,34866,Keiko Tsuno,Japanese,Female,1944,0
1820,2060,Frank Gallo,American,Male,1933,0
5934,6631,Rémy Zaugg,Swiss,Male,1943,2005
7428,8480,Takashi Murakami,Japanese,Male,1962,0
6844,7728,Willibald Kramm,German,Male,1891,0
13569,46464,Greg Porto,,Male,0,0
13444,45581,Abe Frajndlich,German,male,1946,0
5724,6402,Jackie Winsor,American,Female,1941,0
1266,1440,Jérôme De Perlinghi,Belgian,Male,1961,0
4809,5380,Susan Shaw,American,Female,1951,0
6160,6866,Antoinette Araco,American,Female,0,0
9041,23421,Christina Ramberg,American,Female,1946,1995
11495,34833,David Hogan,,Male,0,0
12745,41210,Mahonri M. Young,American,Male,1877,1957
12202,37944,"Krabat AS, Norway",,,2006,0
7381,8422,Keiji Otani,Japanese,Male,1967,0
1054,1201,Alvin Colt,American,Male,1916,2008
5233,5850,E. Thiebault,French,Male,0,0
2241,2530,Hasegawa Sabro,Japanese,Male,1907,1957
7678,9066,"Neselco, Copenhagen",,,0,0
12681,40875,Aldo van den Nieuwelaar,Dutch,Male,1944,2010
11469,34806,Doris Cross,American,,1906,0
2995,3370,David Lang,American,Male,1929,0
1704,1933,Ernesto Fontecilla,Chilean,Male,1938,0
12380,38716,Kraftwerk,,,1970,0
2695,3028,Kawakami Sumio,Japanese,Male,1895,1972
14917,74001,Kikuo Saito,American,Male,1939,2016
15059,75051,Ela Troyano,American,Female,0,0
4892,5476,Yves De Smet,Belgian,Male,1946,0
3502,3919,John Melin,Swedish,Male,1921,0
11162,32791,Keith Arnatt,British,Male,1930,2008
1274,1449,Roger de Valerio,French,Male,1886,1951
10980,31742,Joëlle Tuerlinckx,Belgian,Female,1958,0
916,1040,Cause,French,,0,0
7084,8067,Robert Adamson,British,Male,1821,1848
8722,19510,Winston Roeth,American,Male,1945,0
9055,23480,Leonid Golubev-Bagriaporobnii,,Male,0,0
2664,2995,Anish Kapoor,British,Male,1954,0
11819,35630,Tim Hope,,Male,0,0
9447,24866,"Volkswagenwerk, Germany",German,,1938,0
3053,3434,Henri Le Secq,French,Male,1818,1882
4782,5348,Iaroslav Serpan,French,Male,1922,1976
7784,9381,"Gebrüder Thonet, Vienna, Austria",,,0,0
3557,3978,M. A. Miles,Nationality unknown,,0,0
2188,2472,Yozo Hamaguchi,Japanese,Male,1909,2000
11402,34539,iGuzzini illuminazione S.p.A.,,,1958,0
14526,67122,Giorgia Lupi,Italian,Female,1981,0
9680,26981,Jack Clements,American,Male,0,0
7566,8633,Caroline Feyt,French,Female,1965,0
2643,2972,Simpson Kalisher,American,Male,1926,0
5660,6331,Bengt Westrell,Swedish,,1927,0
11829,35641,Xu Zhen,Chinese,Male,1977,0
3020,3396,Pat Lasch,American,Female,1944,0
8305,10666,"Mallory Industries, Inc., Farmington, CT",American,,1956,0
14835,69832,Kid Congo Powers,American,,1959,0
2180,2464,Marshall Hall,American,Male,0,0
7047,8022,Jan Ohrn,Swedish,,1943,0
3927,4397,Claes Oldenburg,American,Male,1929,0
8774,22529,"Phonola, Milan",,,0,0
4070,4555,David Peretz,Nationality unknown,Male,0,0
2852,3204,Ilhan Koman,Turkish,Male,1921,1986
6630,7492,Kay Rosen,American,Female,1947,0
11119,32652,Jeremy Blake,American,Male,1971,2007
9389,24586,Alma Siedhoff-Buscher,German,Female,1899,1944
446,519,Judith Bernstein,American,Female,1942,0
6316,7049,Charles Ray,American,Male,1953,0
7895,9688,"Jenaer Glaswerk, Schott & Genossen, Jena, Germany",,,0,0
4536,5081,Robert Miles Runyan,American,Male,1925,0
12153,37704,Katharina Sieverding,German,Female,1944,0
161,199,Nemesio Antúnez,Chilean,Male,1918,1993
1405,1598,Saliba Douaihy,American,Male,1915,1994
3315,3717,Mateo Manaure,Venezuelan,Male,1926,2018
4180,4678,Gaetano Pompa,Italian,Male,0,0
8687,17572,Rolf Petersen,German,Male,1900,1990
1514,1724,Peter Henry Emerson,British,Male,1856,1936
10425,29235,Anders Mohss,Swedish,,1958,0
9401,24600,Willi Ruge,German,Male,1882,1961
10706,30925,Dejan Grba,Serbian,Male,1967,0
9341,24488,Ilya Repin,,Male,0,0
4446,4983,Manuel Rodríguez Lozano,Mexican,Male,1896,1971
11505,34843,Frank Gillette,American,Male,1941,0
9177,23951,L. Ridiger,,,0,0
5663,6335,John Adams Whipple,American,Male,1822,1891
9921,28081,Dräger Safety AG & Co.,German,,0,0
2897,3258,Barron Krody,American,Male,1936,0
9261,24230,Nikolai Il'in,,Male,0,0
12313,38298,Thomas Hamilton,,,0,0
11935,36614,Julian Rosefeldt,German,Male,1965,0
14861,69890,Laura Sheleen,,Female,0,0
14062,48097,Akihisa Hirata,Japanese,,1971,0
2390,2694,Josef Hoffmann,Austrian,Male,1870,1956
12256,38141,Danh Vo,Danish,Male,1975,0
4494,5036,Medardo Rosso,Italian,Male,1858,1928
4323,4836,N. Krishna Reddy,Indian,Male,1925,2018
9413,24638,Nina Ivanova,,Female,0,0
313,371,Joel Bass,American,Male,1943,0
5746,6426,Marion Post Wolcott,American,Female,1910,1990
4661,5224,Eberhard Schlotter,German,Male,0,0
11187,32944,Nice Style The World's First Pose Band,,,1971,1975
14757,68861,Sara Blakely,,,0,0
1614,1836,Lorser Feitelson,American,Male,1898,1978
4317,4829,Jean Pierre Raynaud,French,Male,1939,0
4936,5523,Jack Sonenberg,American,Male,1925,2012
7810,9439,"OWO, Montfort-l'Amaury, France",,,0,0
11135,32708,Mary Lee Bendolph,American,Female,1935,0
9756,27210,Mr. Malcolm Daniel,,Male,0,0
4273,4779,David Rabinowitch,Canadian,Male,1943,0
11153,32741,Kenzo Minami,Japanese,Male,1974,0
1441,1638,W. M. Dudok,Dutch,Male,1884,1974
13244,43769,Antón Garcia-Abril,Spanish,Male,1969,0
2517,2839,Robert Israel,American,Male,1939,0
12110,37546,Martha Colburn,American,Female,1972,0
5115,5717,Jean-Pierre Sudre,French,Male,1921,0
10034,28543,Hurvin Anderson,British,Male,1965,0
7245,8252,Mac Adams,American,Male,1943,0
8285,10633,"Berliner Metallgewerbe Joseph Müller, Germany",,,0,0
10944,31384,Deimantas Narkevicius,Lithuanian,Male,1964,0
12977,42280,Anya Phillips,American,Female,1955,1981
13095,42761,"Maxis, Inc.",,,1987,0
13317,44540,Roddy Bogawa,American,Male,1962,0
8124,10269,"Sarvis, Finland",,,0,0
11114,32621,Leslie Hewitt,American,Female,1977,0
2139,2420,F. Gutekunst,American,Male,1831,1917
12174,37850,"LTL Architects, PLLC",,,0,0
11661,35392,Bani Abidi,Pakistani,Female,1971,0
6452,7200,Torsten Thorup,Danish,Male,1944,0
1765,2001,G. John Friedlander,American,Male,0,0
9239,24163,Ia Rudens'kyi,,,0,0
3922,4392,Tetsu Okuhara,American,Male,1942,0
13435,45521,M/M Paris,,,1992,0
10779,31003,Edith Payer,Austrian,Female,1975,0
6708,7584,Hella Jongerius,Dutch,Female,1963,0
12169,37805,Peter Coffin,American,Male,1972,0
6718,7597,Patti Smith,American,Female,1946,0
8137,10290,"Zelco Industries, Inc.",American,,1976,0
4238,4742,Antoine Prinner,French,Male,1902,1983
14048,48069,Nathalie du Pasquier,French,Female,1957,0
759,860,John G. Bullock,American,Male,1854,1939
13619,46584,Leo Fender,American,Male,1909,1991
7623,8713,William M. Heynes,British,Male,1903,1989
1559,1776,Merlyn Evans,British,Male,0,0
1354,1541,Alex Walter Diggelmann,Swiss,Male,1902,1987
5803,6488,Tad Yamashiro,American,Male,1930,0
4204,4705,Candido Portinari,Brazilian,Male,1903,1962
13735,47082,Yuki Kimura,Japanese,Female,1971,0
9737,27178,Christine Hiebert,American,Female,1960,0
10016,28478,Einar Hareide,Norwegian,Male,1959,0
9727,27149,Hideo Kanbara,Japanese,Male,1978,0
13443,45549,Justino Serralta,Uruguayan,Male,1919,2011
787,892,Andrew Foster Bush,American,Male,1956,0
1394,1586,Seena Donneson,American,Female,1924,0
608,700,Jean Boucher,French,Male,0,0
1770,2006,Julius K. Friedman,American,Male,1943,0
12485,39295,Kate Hartman,American,Female,1981,0
365,429,Max Beckmann,German,Male,1884,1950
10074,28584,Beth Campbell,American,Female,1971,0
14463,50006,Rhod Rothfuss,Uruguayan,Male,1920,1969
14988,74712,Kase2 (Jeff Brown),American,Male,1958,2011
52,70,Jankel Adler,Polish,Male,1895,1949
12326,38456,"Brown Manufacturing Company, Decatur, GA",,,0,0
7944,9800,"Carrollton Metal Products Company, Carrollton, OH",,,0,0
13985,47886,Lionel Maunz,American,Male,1976,0
11585,34926,"Victor Masayesva, Jr.",Native American,Male,1951,0
14523,67112,Claudia Comte,Swiss,Female,1983,0
8391,10923,"Gense, Sweden",,,0,0
12915,41901,Richard Rush,American,Male,1929,0
15023,74803,Sergei Grebennikov,Russian,Male,1960,0
10483,29581,Bernhard Martin,German,Male,1966,0
9186,23995,P.A.F.,,,0,0
9805,27492,Valentina Kulagina,Russian,Female,1902,1987
4079,4567,Herry Perry,British,Female,1893,1962
6260,6989,Paola Ferrario,Italian,Female,1963,0
4449,4986,Herman Roeg,American,Male,0,0
6323,7056,Bernard Tschumi,,Male,1944,0
15139,131688,Koos Vorrink,Dutch,Male,1891,1955
9246,24180,Georgii Fisher,,Male,0,0
6285,7014,Valery Shchekoldin,Russian,Female,1946,0
14626,67825,Clara Ianni,Brazilian,Female,1987,0
12491,39335,Grafton Architects,Irish,,1978,0
8068,10152,"Western Electric, New York, NY",,,0,0
11649,35266,Harry Dodge,American,Male,1966,0
9586,26480,Collier Schorr,American,Female,1963,0
4231,4735,Ursula Morley Price,British,Female,1936,0
4742,5307,Gilbert H. Seaver,American,Male,1916,1977
8598,12868,Anonymous Authors,,,0,0
6390,7128,Chas Laborde (Charles Laborde),French,Male,1886,1941
13770,47183,David Hartt,Canadian,Male,1967,0
969,1104,Eduardo Chillida,Spanish,Male,1924,2002
12005,36986,Rasch Brothers & Co.,,,0,0
9699,27023,GEM Manufacturing Ltd.,British,,0,0
1759,1995,Peter Freudenthal,Swedish,Male,1938,0
11803,35611,Roman Maskalev,Kyrgyzstani,Male,1977,0
3252,3652,Nathan Lyons,American,Male,1930,2016
13953,47802,Doo-Dooettes,,,0,0
10631,30838,Gastone Rinaldi,Italian,Male,1920,0
14294,49108,Loretta Lux,German,Female,1969,0
12990,42336,Běla Kolářová,Czech,Female,1923,2010
3177,3570,Ross Littell,American,Male,1924,2000
7076,8056,Yoshio Taniguchi,Japanese,Male,1931,0
11443,34732,Zheng Guogu,Chinese,Male,1970,0
11368,34250,Jonas Wood,American,Male,1977,0
4188,4688,Gio Ponti,Italian,Male,1891,1979
12097,37485,Tuan Andrew Nguyen,American,Male,1976,0
10802,31026,Naomi Tereza Salmon,Israeli,Female,1965,0
6061,6765,Maschel Teitelbaum,,Male,0,0
13684,46870,Carole Caroompas,,Female,1946,0
14975,74555,Francis Baudevin,Swiss,,1964,0
1888,2137,Franz Gertsch,Swiss,Male,1930,0
6590,7449,Thomas Eriksson,Swedish,Male,1959,0
5745,6424,Stanislav Wojtowicz,Polish,Male,0,0
2670,3002,"Karhula-Iitala, company design",Finnish,,0,0
5156,5765,Tomasz Szulecki,Polish,Male,1953,0
351,414,Bruce Beasley,American,Male,1939,0
10374,28937,Marcus Carius,Canadian,,0,0
3021,3397,Oskar Laske,Austrian,Male,1874,1951
2618,2945,Henri-Gustave Jossot,French,Male,1866,1951
236,283,Olle Baertling,Swedish,Male,1911,1981
5748,6428,Sylvia Wolf,American,Female,1957,0
137,170,Monika Andersson,Swedish,Female,1957,0
